Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity
TAZOBACK,GENERAL MEDICINE,INJ,0::0,80::0,0
TEAR 0.5% EYE DROPS 5ML,ENT,BOTTLE,0::0,2::0,0
TEAR DROPS EYE DROPS 10ML,ENT,BOTTLE,0::0,2::0,0
TELEKAST 10MG TABLET,GENERAL MEDICINE,STRIP,0::0,2::0,0
TELISTA 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::5,1::0,0
TELMICHEK 40MG,GENERAL MEDICINE,TAB,3::0,3::0,2
TELMIKIND 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,8::0,0
TELMIKIND 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10::1,140::0,6
TELMIKIND AM 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,4::2,171::0,8
TELMIKIND CT 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1::5,11::0,1
TELMIKIND H 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6::0,165::0,7
TELMIKIND H 80MG TABLET,GENERAL MEDICINE,STRIP,4::0,10::0,4
TELPRES CT 40/6.25MG TAB 15'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
TELSARTAN CT 40MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
TELVAS 3D TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
TELVAS BETA 25MG TABLET,GENERAL MEDICINE,STRIP,1::9,6::0,1
TELVAS BETA 50MG TABLET,GENERAL MEDICINE,STRIP,2::0,13::0,2
TEMSAN CT TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
TEMSAN H 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,3::0,0
TENDER CARE PHILADEPHILA,GENERAL MEDICINE,COLLAR BELT,0::0,1::0,0
TENDOCARE FORTE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2::5,182::0,0
TENDOCARE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::3,135::0,0
TENDOSHOT PRO 15 TAB,GENERAL MEDICINE,TAB,0::0,28::0,0
TENDOVEIN,GENERAL MEDICINE,TAB,0::10,28::0,1
TENGLYN M 1000MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
TENNIS BLBOW SUPPORT,ORTH,UNIVERSAL,3::0,9::0,4
TENNIS ELBOW SUPPORT SIZE MEDIUM 1,ORTH,PACKET,0::0,3::0,0
TENOBEL,GENERAL MEDICINE,TAB,0::0,167::0,8
TENORIC 25MG TABLET,GENERAL MEDICINE,STRIP,0::0,6::0,0
TERBICLAIR 250MG TAB 7'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
TERBINAFORCE,GENERAL MEDICINE,CREAM,7::0,27::0,6
TERBINAFORCE 1% CREAM 10GM,GENERAL MEDICINE,TUBE,0::0,5::0,2
TERBINAFORCE 1% DUSTING POWDER 30GM,GENERAL MEDICINE,BOTTLE,3::0,51::0,5
TERBINAFORCE PLUS CREAM,GENERAL MEDICINE,TUBE,0::0,4::0,0
TERBINAFORCE PLUS NF CREAM 15GM,GENERAL MEDICINE,TUBE,3::0,9::0,1
TERMIN 30MG INJ 10ML,GENERAL MEDICINE,INJECTION,0::0,15::0,9
TERPENTINE OIL,GENERAL SURGERY,OIL,2::0,2::0,2
TESS PASTE 5GM,GENERAL MEDICINE,TUBE,10::0,80::0,5
TETANUS VACCINE 0.5ML INJ 1'S,GENERAL MEDICINE,AMPOULE,0::0,0::0,0
TEXAKIND MF TABLET,GENERAL MEDICINE,STRIP,10::3,17::0,10
TFCT NIB 5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1::5,30::0,1
THE TRIGLYNASE 2MG FORTE STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::5,2::0,0
THERMOKIND MOUTH WASH,GENERAL MEDICINE,BOTTLE,0::0,7::0,0
THIAMIN INJ 2ML,GENERAL MEDICINE,AMPOULE,0::0,1::0,0
THICKSHOOT,GENERAL MEDICINE,CAP,0::0,7::0,0
THIMIPLEX (THIAMINE),GENERAL MEDICINE,INJ,4::0,56::0,6
THIMIREX,GENERAL SURGERY,INJ,0::0,2::0,0
THIOFORD AP TAB,GENERAL MEDICINE,STRIP,16::5,22::0,14
THIOTREAT AP,GENERAL MEDICINE,10,3::9,7::0,3
THREE WAY EXTENSION STOP CLOCK,GENERAL SURGERY,BOX,0::0,140::0,0
THREE WAY STOP CLOCK,GENERAL SURGERY,BOX,0::0,110::0,0
THROMBOPHOB OINT 20GM,GENERAL MEDICINE,TUBE,4::0,39::0,5
THROMBOTROY QPS SOLUTION (PHLEBOTROY QPS),GENERAL MEDICINE,BOTTLE,9::0,314::0,5
THUJA OINTMENT 25 GM,GENERAL MEDICINE,TUBE,0::0,1::0,0
THYROACTIV 25MCG TAB,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
THYRONIL 75 MG TABLET 10,GENERAL MEDICINE,STRIP,0::0,0::0,0
THYRONORM 100MCG 120'S,GENERAL MEDICINE,BOTTLE,0::0,2::0,1
THYRONORM 12.5MCG BOTTLE OF 100 TABLETS,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
THYRONORM 150MCG BOTTLE OF 120 TABLETS,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
THYRONORM 25MCG BOTTLE OF 120 TABLETS,GENERAL MEDICINE,BOTTLE,3::0,22::0,2
THYRONORM 50MCG BOTTLE OF 100 TABLETS,GENERAL MEDICINE,BOTTLE,1::0,6::0,0
THYRONORM 50MCG BOTTLE OF 120 TABLETS,GENERAL MEDICINE,BOTTLE,1::0,4::0,0
THYRONORM 75MCG TABLET 120'S,GENERAL MEDICINE,BOTTLE,0::0,5::0,1
THYROPACE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::10,9::0,0
TINIBA INFUSION 400ML,GENERAL MEDICINE,INJECTION,0::0,13::0,7
TINIZOLE INF,GENERAL MEDICINE,INJECTION,0::1,9::0,0
TOFATAS STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
TOFUS,GENERAL MEDICINE,TAB,7::5,13::0,0
TOLYB STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,20::7,196::0,0
TONOFERON PAED SYP 100ML,GENERAL MEDICINE,BOTTLE,2::0,3::0,0
TONOFERON SYP 200ML,GENERAL MEDICINE,BOTTLE,3::0,3::0,3
TOP CREPE 6CMX4M,GENERAL SURGERY,PACKET,5::0,6::0,4
TOPLON ANTISEPTIC,GENERAL MEDICINE,LIQUID,6::0,100::0,4
TOPOVID 10% TUBE OF 15GM OINTMENT,GENERAL MEDICINE,TUBE,0::0,5::0,0
TORCHNIL CAP 10'S,GENERAL MEDICINE,STRIP,10::0,21::0,10
TORIB MR 4MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,36::0,8
TOSSEX DMR KIWI FLAV SF SYP 100ML,GENERAL MEDICINE,BOTTLE,4::0,139::0,3
TOSSEX NEW BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,BOTTLE,0::0,71::0,0
TOTALAX NF SYP 100ML,GENERAL MEDICINE,BOTTLE,0::0,269::0,15
TOTALAX NF SYP 200ML,GENERAL MEDICINE,BOTTLE,5::0,262::0,0
TOX 1GM INJ,GENERAL MEDICINE,VIAL,0::0,20::0,0
TOYOCAL,GENERAL MEDICINE,TAB,0::0,16::0,0
TRAMADIN 100MG INJ,GENERAL MEDICINE,AMPOULE,0::0,370::0,0
TRAMADIN PLUS TAB 10'S,GENERAL MEDICINE,-,5::5,831::0,4
TRAMADOL 100 MG INJECTION 2 ML,GENERAL MEDICINE,AMPOULE,119::1,1316::0,82
TRAMASURE PLUS RF TABLET 10'S,GENERAL MEDICINE,STRIP,0::0,357::0,0
TRAMAZIDE 100MG INJ,GENERAL MEDICINE,INJECTION,0::0,400::0,0
TRAMINIC INJ,GENERAL MEDICINE,INJ,0::0,10::0,0
TRANDPORE,GENERAL SURGERY,TAP,0::0,12::0,9
TRANEMIC 500MG INJ,GENERAL MEDICINE,I V AMPOULE,25::0,100::0,42
TRANLOK E TABLET,GENERAL MEDICINE,STRIP,0::0,2::0,0
TRANSPORE 1/2 INCH,GENERAL SURGERY,BOX,1::0,7::0,1
TRANSPORT CHARGES,GENERAL MEDICINE,1,1::0,1::0,1
TRAVGESIA (KETOPROFEN),GENERAL MEDICINE,PATCH,0::0,5::0,5
TRAZER F FORTE STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::5,46::0,3
TRAZER M FORTE STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,29::0,1
TRAZOGRAF 76% INJ 20ML,GENERAL MEDICINE,INJECTION,4::0,5::0,4
TRENTAL 400MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2::0,36::0,1
TRIBET 2MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,9::0,2::0,9
TRICARE INJ,GENERAL MEDICINE,INJECTION,0::0,450::0,0
TRICIUM XT BOTTLE OF 30 TABLETS,GENERAL MEDICINE,BOTTLE,2::0,727::0,6
TRICORT 40MG INJ 1ML,GENERAL MEDICINE,VIAL,0::0,6::0,0
TRIOLMESAR 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
TRIPLE A CAL D STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2::0,8::0,3
TRIPLEACAL STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::10,3::0,0
TRIS TBR TAB,GENERAL MEDICINE,TAB,1::2,235::0,1
TRIX MF,GENERAL MEDICINE,TAB,0::0,12::0,0
TRIZ 10MG TABLET,GENERAL MEDICINE,STRIP,3::2,10::0,3
TRIZ SYP 60ML,GENERAL MEDICINE,BOTTLE,0::0,14::0,0
TRIZIN,GENERAL MEDICINE,SYP,2::0,38::0,2
TROPAN 2.5MG TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
TROYPIPERA T 4.5GM INJ,GENERAL MEDICINE,INJECTION,14::0,250::0,15
TROYPOFOL INJ 10ML,GENERAL MEDICINE,INJECTION,0::0,5::0,0
TROYZOLID 600MG,GENERAL MEDICINE,IV,2::0,5::0,2
TRUCLAV,GENERAL MEDICINE,SUSP,0::0,1::0,0
TRUGUT CHROMIC CATGUT 3-0 RC SN 4272 12 NO'S,GENERAL MEDICINE,BOX,1::0,5::0,1
TRYPTOMER 10MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,0::20,1::0,0
TUR SET 1'S,GENERAL SURGERY,PACKET,3::0,5::0,3
TURMNOVA STRIP OF 10 LOZENGES,GENERAL MEDICINE,STRIP,0::0,1::0,0
TURPENTINE OIL 100ML,GENERAL MEDICINE,BOTTLE,1::0,0::0,1
TUSQ DX COUGH SYRUP 100ML,ENT,BOTTLE,2::0,127::0,3
TUSQ X BOTTLE OF 100ML EXPECTORANT,ENT,BOTTLE,4::0,135::0,5
TUSQ X PLUS BOTTLE OF 100ML EXPECTORANT,ENT,BOTTLE,0::0,1::0,0
TUSQ X SUGAR FREE BOTTLE OF 100ML EXPECTORANT,ENT,BOTTLE,0::0,9::0,0
TWACAL,GENERAL MEDICINE,INJ,16::0,40::0,13
TYN LS BELT LARGE 1'S,GENERAL SURGERY,PACKET,1::0,1::0,1
TYNOR A 01 ABDOMINAL SUPPORT BELT 9 INCH SIZE XL,GENERAL SURGERY,PACKET,0::0,3::0,0
TYNOR ANKLE BRACE LARGE 1'S,ORTH,BOX,1::0,1::0,1
TYNOR ANKLE BRACE MEDIUM 1'S,ORTH,BOX,1::0,1::0,1
TYNOR ANKLET PAIR OAC SIZE MEDIUM,ORTH,PACKET,0::0,0::0,0
TYNOR B 01 COLLAR SOFT FIRM DENSITY BELT SIZE LARGE,GENERAL SURGERY,PACKET,0::0,2::0,0
TYNOR C 03 ELASTIC SHOULDER IMMOBILISER BELT SIZE MEDIUM,GENERAL SURGERY,PACKET,0::0,2::0,1
TYNOR CERVICAL COLLAR SOFT LARGE 1'S,ORTH,BOX,0::0,1::0,0
TYNOR CERVICAL COLLAR SOFT WITH CHIN SIZE MEDIUM 1,ORTH,PACKET,0::0,1::0,0
TYNOR D-04 KNEE CAP PAIR SIZE LARGE,ORTH,PACKET,0::0,0::0,0
TYNOR E 03 WRIST AND FOREARM RIGHT L SPLINT 1 NO'S,ORTH,BOX,0::0,1::0,0
TYNOR E 10 TENNIS ELBOW SUPPORT SIZE XL,ORTH,PACKET,1::0,3::0,0
TYNOR J 14 SHOULDER SUPPORT NEOPRENE SIZE SPL,ORTH,PACKET,0::0,3::0,0
"TYNOR KNEE CAP PAIR ( RELIEVES PAIN, SUPPORT, UNIFORM COMPRESSION) - XL",ORTH,BOX,0::0,4::0,0
TYNOR KNEE WRAP HINGED MEDIUM 1'S,ORTH,PACKET,0::0,0::0,0
TYNOR L-03 ABDOMINAL BELT SIZE LARGE,GENERAL SURGERY,PACKET,0::0,1::0,0
TYNOR L-03 ABDOMINAL BELT SIZE XL,GENERAL SURGERY,PACKET,0::0,1::0,0
TYNOR NEOPRENE HINGED KNEE SUPPORT LARGE 1,ORTH,PACKET,0::0,0::0,0
"TYNOR TENNIS ELBOW SUPPORT ( PAIN RELIEF,FOREARM,ELBOW) - LARGE",ORTH,BOX,1::0,6::0,1
TYNOR TENNIS ELBOW SUPPORT BELT M 1 NO'S,GENERAL SURGERY,BOX,1::0,3::0,1
TYNOR UNIVERSAL SHOULDER IMMOBI UNI 1'S,ORTH,PACKET,1::0,2::0,1
UBINEXT LC STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::0,9::0,3
UBINEXT PLUS SACHET 5GM,GENERAL MEDICINE,SACHET,0::0,748::0,9
UC-CART,GENERAL MEDICINE,TAB,11::0,11::0,11
UDCAMENT SYRUP 100ML,GENERAL MEDICINE,BOTTLE,1::0,2::0,0
UDIFAB 150,GENERAL MEDICINE,TAB,1::0,3::0,0
UDIFAB 300,GENERAL MEDICINE,TAB,0::0,6::0,0
UDILIV 150MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::5,15::0,0
UDILIV 300MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,17::0,0
UGESIC 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::0,25::0,2
ULTRACET 15'S TAB,GENERAL MEDICINE,STRIP,0::10,149::0,0
ULTRAHEAL TAB,GENERAL MEDICINE,TAB,17::0,717::0,18
ULTRAKING,GENERAL MEDICINE,TAB,1::13,222::0,4
ULTRASTAR P,GENERAL MEDICINE,TAB,,180::0,9
ULYSES 300MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,6::0,0
ULYSES 300MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::11,87::0,4
UNDER PAD (FRIENDS),HOSPITAL CPMH,PACKET,3::0,5::0,3
UNIENZYME PRO STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::0,2::0,0
UNIVERSAL SHOULDER IMMOBILIZER C-02SPL,ORTH,BOX,0::0,4::0,0
UNIVERSAL SHOULDER IMMOBILIZER C-02SPL - 1 NUMBERS,ORTH,BOX,1::0,3::0,0
UNWANTED 72 0.75MG TAB,GENERAL MEDICINE,STRIP,0::0,1::0,0
UPTRACE,GENERAL MEDICINE,INJ,14::0,278::0,18
URIKIND KM6 SACHET 1,GENERAL MEDICINE,SACHET,14::0,386::0,6
URILITE,GENERAL MEDICINE,SYP,4::0,268::0,8
URIMAX 0.4 CAP 20'S,GENERAL MEDICINE,STRIP,2::0,53::0,3
URIMAX 0.4MG BOTTLE OF 30 CAPSULES,GENERAL MEDICINE,BOTTLE,0::0,4::0,0
URIMAX 0.4MG STRIP OF 20,GENERAL MEDICINE,CAPSULES,0::0,12::0,0
URINE BAG,HOSPITAL CPMH,PACKET,2::0,41::0,2
URINE POT COMMODE PAN 1,HOSPITAL CPMH,DEVICE,0::0,1::0,0
URISPAS 200MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
URITOP 100MG TABLET 10'S,GENERAL MEDICINE,STRIP,3::6,10::0,0
URITOP SR 100MG TABLET,GENERAL MEDICINE,STRIP,2::5,11::0,0
URITOP SYRUP 100ML,GENERAL MEDICINE,SYRUP,0::0,2::0,0
URITOP TABLET 20,GENERAL MEDICINE,STRIP,0::0,0::0,0
URO BAG 10,GENERAL SURGERY,PACKET,25::0,175::0,10
UROMETER,GENERAL SURGERY,BOX,1::0,2::0,1
UTI FLUSH SACHET OF 3.5GM POWDER,GENERAL MEDICINE,SACHET,0::0,7::0,0
VACCU SUCK SUCTION SET GS 5016,GENERAL SURGERY,BOX,0::0,34::0,0
VACCUM SUCK SUCTION SET,GENERAL MEDICINE,BOX,3::0,29::0,2
VALPARIN 200MG PINEAPPLE FLAVOUR BOTTLE OF 200ML SOLUTION,GENERAL MEDICINE,BOTTLE,0::0,2::0,0
VARICOSE VEIN STOCKINGS XXL,HOSPITAL CPMH,BOX,0::0,1::0,0
VASLIN,GENERAL MEDICINE,LOTION,0::0,3::0,0
VASLLIN,GENERAL MEDICINE,LOTION,5::0,6::0,5
VASOGRAIN STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
VASOGRAIN STRIP OF 14 TABLETS,GENERAL MEDICINE,STRIP,0::4,1::0,0
VDINE 10%,GENERAL MEDICINE,SOLUTION,1::0,209::0,1
VEIL 2 MG,GENERAL MEDICINE,CAP,0::0,10::0,0
VEINFLUX CAPSULE 10'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
VEINFLUX FILL,GENERAL MEDICINE,PARTICALS,2::0,3::0,1
VEĪNFLUX NC,GENERAL MEDICINE,CAP,0::0,7::0,0
VEINFLUX NC,GENERAL MEDICINE,TAB,4::0,34::0,2
VEINFLUX SWH,GENERAL MEDICINE,GEL,0::0,5::0,0
VELOZ 20MG TABLET,GENERAL MEDICINE,STRIP,0::1,12::0,0
VELOZ D CAPSULE,GENERAL MEDICINE,STRIP,0::1,0::0,0
VELTAM 0.4MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::5,1::0,0
VENTIDOX M STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2::0,7::0,2
VERMACT 12MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1::6,19::0,1
VERMACT 12MG STRIP OF 4 TABLETS,GENERAL MEDICINE,STRIP,5::0,5::0,5
VERMIKIND 12MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::2,6::0,0
VERTEFLEX,GENERAL MEDICINE,10,13::5,723::0,4
VERTIFLEX,GENERAL MEDICINE,TAB,0::0,21::0,0
VERTIGEN TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
VERTIN 16MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5::0,17::0,3
VERTIN 8MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,8::0,2
VIBACT CAPSULE,GENERAL MEDICINE,STRIP,2::0,2::0,0
VIBACT DS STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,2::9,37::0,3
"VICKS BABYRUB 10ML, SPECIFICALLY FOR BABIES-MOISTURIZE",PED,BOTTLE,6::0,12::0,6
VICKS BABYRUB SOOTHING BALM COMFORT FOR BABIES BOTTLE OF 25 ML,PED,BOTTLE,3::0,3::0,3
"VICKS VAPORUB 10ML, RELIEF FROM COLD, COUGH, HEADACHE AND BODY PAIN",GENERAL MEDICINE,BOTTLE,2::0,12::0,0
"VICKS VAPORUB 5ML,RELIEF FROM COLD, COUGH, HEADACHE AND BODY PAIN",GENERAL MEDICINE,BOTTLE,26::0,36::0,26
VICRYL 0 NW 2825 CUTTING,GENERAL SURGERY,PACKET,6::0,10::0,5
VICRYL 0 VP 2534 1'S,GENERAL SURGERY,BOX,0::0,8::0,2
VICRYL 1 NW 2347,GENERAL SURGERY,PACKET,0::0,3::0,0
VICRYL 1 NW 2421 OS 8,GENERAL SURGERY,PACKET,0::0,12::0,0
VICRYL 1 RB HEAVY NW2347VM,GENERAL SURGERY,BOX,0::0,13::0,0
VICRYL 2-0 RB NW2317,GENERAL SURGERY,BOX,,61::0,4
VICRYL 2 0 NW 2317,GENERAL SURGERY,PACKET,1::0,68::0,0
VICRYL 2 0 NW 2345,GENERAL SURGERY,PACKET,0::0,11::0,0
VICRYL 3-0 NW 2437,GENERAL SURGERY,PACKET,0::0,8::0,0
VICRYL 3-0 RB NW2437,GENERAL SURGERY,BOX,1::0,30::0,7
VICRYL 3 0 NW 2328,GENERAL SURGERY,PACKET,10::0,19::0,9
VICRYL 3 0 NW 2437,GENERAL SURGERY,PACKET,0::0,5::0,0
VICRYL 3 0 NW 2495,GENERAL SURGERY,PACKET,10::0,12::0,7
VICRYL 4 0 NW 2304,GENERAL SURGERY,PACKET,2::0,15::0,6
VICRYL PLUS 1 VP 2421,GENERAL SURGERY,PACKET,3::0,13::0,4
VICRYL PLUS 2-0 VP 2382,GENERAL SURGERY,PACKET,8::0,94::0,5
VICRYL PLUS 2 VP 2317 ROUND BODIED 12'S,GENERAL SURGERY,PACKET,0::0,5::0,0
VICRYL PLUS 3-0 VP 2437,GENERAL SURGERY,PACKET,0::0,6::0,0
VICRYL RAPID 2 0 NW 2761,GENERAL SURGERY,SUT,0::0,2::0,0
VICRYL RAPID 4 0 W 9918,GENERAL SURGERY,PACKET,2::0,2::0,2
VICRYL RAPIDE 3-0 RC NW2732S 12 NO'S,GENERAL SURGERY,BOX,1::0,2::0,1
VILDABET 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,1
VISSCO DORSO LUM SPINAL BRACE L,ORTH,PACKET,1::0,1::0,1
VITAFLOW-CZS,GENERAL MEDICINE,CHEWABLE TAB,1::5,24::0,1
VITAGREAT STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10::0,276::0,2
VITAMIN A 50000IU STRIP OF 10 CHEWABLE TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
VITAMIN C TABLET 15 MEDLIFE ESSENTIAL,GENERAL MEDICINE,STRIP,2::0,6::0,0
VITANEO D3 600000 IU INJECTION 6 ML,GENERAL MEDICINE,AMPOULE,0::0,90::0,11
VITAZYME DROPS 15ML,PED,BOTTLE,3::0,17::0,1
VITAZYME LIQUID 200ML,PED,BOTTLE,7::0,27::0,2
VITCOFOL C INJ,GENERAL MEDICINE,AMPOULE,0::0,1::0,0
VITCOFOL INJ VAIL,GENERAL MEDICINE,VIAL,0::0,20::0,2
VITMUST,GENERAL MEDICINE,SYP,11::0,11::0,11
VLON,GENERAL SURGERY,ANTISEPTIC,0::0,25::0,0
VOAGE 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,6::0,0
VOAGE M 10/1000MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::5,6::0,0
VOAGE M 10/500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,3::0,0
VOAGE M 5/1000MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,10::0,0
VOLIX 0.3MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
VOMIFORD MD 4MG TABLET,GENERAL MEDICINE,STRIP,3::7,8::0,3
VOMIKIND 4MG TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
VOMIKIND INJ 2ML,GENERAL MEDICINE,AMPOULE,0::0,1225::0,0
VOMISHUNT,GENERAL MEDICINE,INJ,0::0,200::0,0
VORTIDIF 10 MG,GENERAL MEDICINE,TAB,0::0,1::0,0
VOVERAN SR 100MG TABLET,GENERAL MEDICINE,STRIP,0::5,5::0,0
VOZET 10MG TAB 10'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
VPRESS 20IU INJ,GENERAL MEDICINE,INJECTION,2::0,7::0,5
VRPL ABDOMINAL BINDER XXL,ORTH,BOX,0::0,1::0,0
VRPL TENNIS ELBOW SUPPORT UNIVERSAL,ORTH,BOX,1::0,6::0,1
VSL 3 STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,1::6,7::0,1
VSL 3 TAB,GENERAL MEDICINE,TAB,0::0,3::0,0
VWASH LOTION 100ML,HOSPITAL CPMH,BOTTLE,0::0,4::0,0
WALAPAN D TAB 10'S,GENERAL MEDICINE,STRIP,4::9,80::0,4
WARF 3MG TABLET 30'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
WARTOSIN SOLUTION 3ML,GENERAL MEDICINE,BOTTLE,0::0,2::0,0
WATER FOR INJ 10ML,HOSPITAL CPMH,RESPULES,145::0,1475::0,56
WATER FOR INJ 5ML,HOSPITAL CPMH,INJECTION,247::0,520::0,233
WAXIKLIN EAR DROPS,ENT,BOTTLE,0::0,5::0,0
WELLWOMAN CAP 15`S,GENERAL MEDICINE,STRIP,0::0,2::0,0
WELSET COLD STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,10::0,1
WETEX ADULT DIAPER MEDIUM 10'S,HOSPITAL CPMH,PACKET,0::7,1::0,0
WGH,GENERAL MEDICINE,TAB,0::7,210::0,0
WHISPER BINDAZZZ NIGHTS XXL PLUS - 16 PADS,GENERAL MEDICINE,PACK,0::0,1::0,0
WHISPER CHOICE SANITARY PADS EXTRA LARGE 6 PIECES,GENERAL MEDICINE,PACKET,9::0,45::0,9
WHISPER CHOICE ULTRA,HOSPITAL CPMH,PADS,14::0,62::0,14
WHISPER CHOICE ULTRA 6 PIECES,GENERAL MEDICINE,PACKET,2::0,120::0,2
WHITFIELD OINT 10GM,GENERAL MEDICINE,OINT,4::0,4::0,4
WIKORYL 10MG STRIP OF 15,GENERAL MEDICINE,TAB,,2::0,1
WIKORYL NEW TABLET 10,GENERAL MEDICINE,STRIP,0::0,0::0,0
WIKORYL SUSP,GENERAL MEDICINE,BOTTLE,0::0,2::0,0
WOKADINE 10% SOLU 100ML,ENT,BOTTLE,1::0,2::0,0
WOX EYE/EAR,ENT,DROP,1::0,3::0,1
WRIST BRACE COMMON,ORTH,PACKET,2::0,12::0,3
WRIST BRACE LONG LEFT MEDIUM 1,ORTH,PACKET,0::0,0::0,0
WRIST SPLINT W/ELASTIC STRAP,ORTH,PACKET,0::0,3::0,0
WRIST WRAP SUPPORT LP,ORTH,PACKET,0::0,3::0,3
WRIST/THUMB SUPPORT LP 752 MEDIUM,ORTH,BOX,1::0,3::0,0
XYLOMIST 0.1% NASAL DROPS 10ML,ENT,BOTTLE,0::0,1::0,0
XYMEX DROPS 15ML,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
XYMOHEAL FORTE TABLET,GENERAL MEDICINE,STRIP,3::5,7::0,0
Y2P STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,30::0,0
YAMINI STRIP OF 21 TABLETS,OBGY,STRIP,2::0,2::0,2
Z & D 20MG DRY SYP 15ML,PED,BOTTLE,2::0,3::0,2
ZADY 250MG TAB 10'S,GENERAL MEDICINE,STRIP,2::4,32::0,5
ZADY 500MG STRIP OF 5 TABLETS,GENERAL MEDICINE,STRIP,2::4,407::0,5
ZADY 500MG TABLET,GENERAL MEDICINE,STRIP,0::0,6::0,0
ZANDU BALM 10GM,GENERAL MEDICINE,BOTTLE,0::0,6::0,0
ZANDU BALM 8 ML,GENERAL MEDICINE,BOX,0::0,3::0,0
ZANDU BALM 8ML,GENERAL MEDICINE,BOTTLE,0::0,6::0,0
