Medicine,Opening Stock,Purchase,Sales,Closing Stock
BINAFIDE  RESPULES 0.5,10::0,0,10,1
MONTICOPE TABLET,0::0,0,1,0::8
CORT S 100MG INJECTION,6::0,0,1,0
NEOMIT 2 MG  INJ 2ML,0::0,0,2,36
NEOMOL INJ 100ML,0::0,0,2,68
NOVACLAV 1.2GM INJ,0::0,0,3,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,5,501
NEOMOL INJ 100ML,0::0,0,1,68
URILITE SYP 100ML,7::0,0,1,4
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,1,0::1
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
CHYMOFORCE PLUS TAB 15S,0::0,0,0::5,6::7
EMANZEN D TABLET,46::5,0,0::5,26::2
IMVITA PROTIN  POWDER 200GM,9::0,0,1,11
PANEASE DSR CAP 10S,11::8,0,0::5,8
QRVITA GOLD SACHET 5GM,64::0,0,2,0
PRO-EASE PADS XL,2::0,0,1,6
NS 500ML INJECTION 500 MILLILITRE,0::0,0,0,40
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,1,187
ONDEM SYP,3::0,0,1,1
TUSQ DX COUGH SYRUP 100ML,0::0,0,1,3
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::5,3::2
PRO-EASE PADS XL,2::0,0,2,6
CEFTIROL INJ 1000MG,0::0,0,4,1
DISPOVAN SYRINGE 2.5 ML,0::0,0,2,930
NEOMIT 2 MG  INJ 2ML,0::0,0,2,36
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,501
PANTOZEE 40MG INJ,0::0,0,4,38
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,140::0,0,1,23
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,100::0,0,1,57
PRO-EASE PADS XL,2::0,0,3,6
PRO-EASE PADS XL,2::0,0,1,6
MONTICOPE TABLET,0::0,0,0::5,0::8
ESOIN DSR CAP 10S,83::0,0,1,0::6
3 WAY STOP COCK 1'S,100::0,0,1,58
CARILITE  SYP 200ML,12::0,0,1,6
CEFTIROL INJ 1000MG,0::0,0,3,1
DISPOVAN SYRINGE 10ML,199::0,0,3,33
DISPOVAN SYRNGE 5ML,522::0,0,3,405
DNS BOTTLE 500 MILLILITRE,50::0,0,4,13
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,140::0,0,1,23
EXAMINATION GLOVES LOOSE (M),0::0,0,10,2504
I.V SET 1,160::0,0,2,62
MEDIFLON NO 20,0::0,0,1,82
MOUTHWASH FRESHORA MOUTHWASH,37::0,0,1,23
MVI AMPOULE OF 10ML INJECTION,6::0,0,4,0
NEEDLE NO.18*1.5,500::0,0,2,452
NEOMIT 2 MG  INJ 2ML,0::0,0,3,36
NEOMOL INJ 100ML,0::0,0,3,68
NS 100ML INJECTION 100 MILLILITRE,0::0,0,6,501
NS 500ML INJECTION 500 MILLILITRE,0::0,0,4,40
PANTOZEE 40MG INJ,0::0,0,3,38
ULYSES 300MG STRIP OF 15 TABLETS,0::0,0,0::10,0::9
ACICA MR TAB 10S,19::8,0,1,20::6
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::10,3::2
FRACKSTAR TAB 10S,29::0,0,0::5,3
NUZORB  TAB 2 GM,3::10,0,0::5,5::10
TENOBEL TAB 10S,6::0,0,1,6::5
CEFTIROL INJ 1000MG,0::0,0,1,1
NS 100ML INJECTION 100 MILLILITRE,0::0,0,1,501
NAN PRO EXCELLA PRO 1 400GM,0::0,0,1,0
CANDID POWDER - 50GM,0::0,0,1,6
CHICCO BABY WIPES FLIPTOP PACKET OF 72,5::0,0,1,2
CIR BED BATH WIPES 10S,25::0,0,1,11
DISPOVAN SYRINGE 10ML,199::0,0,1,33
MOUTHWASH FRESHORA MOUTHWASH,37::0,0,1,23
ALLERCET COLD TABLET,8::8,0,1,10::4
ESOIN DSR CAP 10S,83::0,0,1,0::6
HETRODOX LB CAP 10S,13::5,0,1,6
URILITE SYP 100ML,7::0,0,1,4
CIPLOX 500MG TABLET,5::0,0,1,2::5
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::10,3::2
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::10,1::10
REBONAGE TAB 10S,0::0,0,0::5,9
TENOBEL TAB 10S,6::0,0,1,6::5
ACICA MR TAB 10S,19::8,0,1,20::6
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
ESOIN DSR CAP 10S,83::0,0,1,0::6
ETIZOLA PLUS 10MG TABLET,1::0,0,0,3::5
MET XL 25MG TABLET 20'S,0::9,0,0::14,0
NUZORB  TAB 2 GM,3::10,0,1::5,5::10
OLSAR CH 20/6.25MG TAB 10'S,0::0,0,0,0::5
ONFUROX 500 MG TAB 10S,13::0,0,1,0
STAMLO 10MG STRIP OF 30 TABLETS,0::10,0,0,0::15
TRIS TBR TAB TAB 10 STRIP,4::5,0,1::5,0::-5
NEOMOL INJ 100ML,0::0,0,2,68
ACICA MR TAB 10S,19::8,0,0::5,20::6
INDOCAP 25MG CAP,0::0,0,0::5,5::5
VERTEFLEX 10 10,5::4,0,0::5,3::9
VITANEO D3 600000 IU INJECTION 6 ML,21::0,0,1,10
LINOWIN 600MG TAB,0::0,0,0::6,20::4
TAXIM OF TAB 10,19::2,0,0,9
LACTARE CAPSULE,0::10,0,0::10,0
ANKLE  GRIP MEDIUM,0::0,0,1,0
CHYMOFORCE PLUS TAB 15S,0::0,0,0::5,6::7
CIPLADINE BOTTLE OF 10GM POWDER,13::0,0,1,4
EMANZEN D TABLET,46::5,0,0::5,26::2
PANEASE DSR CAP 10S,11::8,0,0::5,8
TAXIM OF TAB 10,19::2,0,0::6,9
ESOIN DSR CAP 10S,83::0,0,1,0::6
RIVABAN 10MG STRIP OF 14 TABLETS,0::0,0,0::5,5::4
STILOZ 50MG TAB 15'S,0::5,0,0::10,3::5
TRAMADIN PLUS TAB 10'S,0::0,0,1,2::3
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,0,0::1
GDRESS 25 9X25CM,0::0,0,1,2
LINOWIN 600MG TAB,0::0,0,1,20::4
ACICA MR TAB 10S,19::8,0,1,20::6
BECOZINC  CAP 30S,4::25,0,0::10,1::10
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::5,0::12
ESOIN DSR CAP 10S,83::0,0,1,0::6
HETRODOX LB CAP 10S,13::5,0,1,6
NUROLITE INJECTION 2ML,19::0,0,1,2
VITANEO D3 600000 IU INJECTION 6 ML,21::0,0,1,10
ESOIN DSR CAP 10S,83::0,0,1,0::6
INSTACAL K27 TAB 10,0::0,0,1::5,29
TRAMADIN PLUS TAB 10'S,0::0,0,1,2::3
VITANEO D3 600000 IU INJECTION 6 ML,21::0,0,1,10
AAPSON C FIT WRIST AND THUMB SUPPORT(NEO,3::0,0,1,1
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::5,1::10
TORIB MR 4MG STRIP OF 10 TABLETS,6::0,0,0::5,8
T BACT 2% OINT 5GM,0::0,0,1,2
IMVITA PROTIN  POWDER 200GM,9::0,0,1,11
INDOCAP 25MG CAP,5::0,0,1,1
ACICA MR TAB 10S,19::8,0,1,20::6
NUROLITE INJECTION 2ML,19::0,0,1,2
TENOBEL TAB 10S,6::0,0,1,6::5
TRIS TBR TAB TAB 10 STRIP,4::5,0,1,0::-5
DISPOVAN SYRINGE 2.5 ML,0::0,0,0,930
DISPOVAN SYRNGE 5ML,522::0,0,0,405
MIKACIN 500MG INJECTION,1::0,0,0,8
NEOMIT 2 MG  INJ 2ML,0::0,0,0,36
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,0,187
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,0,71
EMANZEN D TABLET,46::5,0,0::5,26::2
ESOIN DSR CAP 10S,83::0,0,0::5,0::6
BANDY 400MG STRIP OF 10 TABLETS,10::0,0,2,3
PAN 40MG STRIP OF 15 TABLETS,1::0,0,0::2,0::8
ULTRAKING  TAB 15S,2::3,0,0::2,3::10
ALLERCET COLD TABLET,8::8,0,1::5,10::4
ESOIN DSR CAP 10S,83::0,0,1,0::6
TOSSEX DMR KIWI FLAV SF SYP 100ML,5::0,0,1,1
ZADY 500MG STRIP OF 5 TABLETS,0::0,0,1,5
AVIL 25MG STRIP OF 15 TABLETS,0::0,0,0::10,4::5
SUCRAFIL O GEL 200ML,4::0,0,1,2
ACICA MR TAB 10S,19::8,0,0::2,20::6
PANEASE DSR CAP 10S,11::8,0,1,8
TRAMADIN PLUS TAB 10'S,0::0,0,0::2,2::3
NAXDOM 500MG STRIP OF 15 TABLETS,0::0,0,0::10,0::5
CIPLADINE BOTTLE OF 10GM POWDER,0::0,20,0,20
CUTICELL CLASSIC  DRESSING 1 PACKET,5::0,20,0,16
SODAC INJ 25ML,0::0,5,0,5
MET XL 25MG TABLET 20'S,0::0,5,0,5
NUZORB  TAB 2 GM,3::10,6,0,5::10
PAN 40MG STRIP OF 15 TABLETS,0::0,5,0,1::10
ULYSES 300MG STRIP OF 15 TABLETS,5::0,4,0,3::10
MIGRANIL EC STRIP OF 10 TABLETS,3::3,0,0::2,2::9
URIKIND KM6 SACHET 1,0::0,0,6,0
URILITE SYP 100ML,7::0,0,1,4
CORT S 100MG INJECTION,6::0,0,1,0
NEOMIT 2 MG  INJ 2ML,0::0,0,3,36
NEOMOL INJ 100ML,0::0,0,3,68
NS 100ML INJECTION 100 MILLILITRE,0::0,0,6,501
PANTOZEE 40MG INJ,0::0,0,2,38
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,1,187
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,2,71
NOVACLAV 1.2GM INJ,0::0,0,3,0
CEFTIROL INJ 1000MG,0::0,0,1,1
NEOMOL INJ 100ML,0::0,0,2,68
NS 100ML INJECTION 100 MILLILITRE,0::0,0,3,501
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,40
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,1,0::1
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
CHYMOFORCE PLUS TAB 15S,0::0,0,0::5,6::7
EMANZEN D TABLET,46::5,0,1,26::2
ENERZIP POWDER,255::0,0,1,26
PANEASE DSR CAP 10S,11::8,0,1,8
TOTALAX NF SYP 100ML,24::0,0,1,15
COUGHOREX SYP,0::0,0,0,5
COR 3D CAP 10'S,0::0,0,1,2
GRANIFORCE MD TABLET,12::0,0,2,4
THROMBOTROY QPS SOLUTION (PHLEBOTROY QPS),8::0,0,1,5
THICKSHOOT CAP 10S,1::0,0,1,0
ZENFLOX PLUS 100MG TABLET,4::0,0,1,1::5
NULIFE GLOVES 7.5 1'S,54::0,50,0,42
SURGICAL GLOVES LATEX POWDER FREE,43::0,20,0,3
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
MOXIAGE EYE DROPS,0::0,0,1,0
TRENTAL 400MG STRIP OF 15 TABLETS,0::0,0,1,1::5
CUTICELL CLASSIC 10CM X 10CM GAUZE DRESSING,4::0,0,1,1
DEXALAB INJ,48::0,0,1,28
DEXTOMID 100MCG INJ,10::0,0,1,7
ECG LEADS,5::0,0,5,25
ENDOTRACHEAL TUBE 5.5MM,2::0,0,1,0
GERMBETA BOTTLE OF 100ML SOLUTION,0::0,0,1,3
GLYCOGEM INJ 1ML,0::0,0,1,17
HETROFOL 100 INJ 10ML,1::0,0,2,3
HETROFOL INJ 200MG,0::0,0,2,0
I.V SET 1,160::0,0,1,62
IFLURANE LIQUID 30ML,0::0,0,2,1
KROVEC 10MG INJ,3::0,0,1,0
MASK REGULAR MASK 1,336::0,0,10,114
MEZOLAM INJ 10ML,10::0,0,1,1
MYO PYROLATE INJ 5ML,0::0,0,1,6
NEOMOL INJ 100ML,0::0,0,1,68
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,40
NULIFE GLOVES 7.5 1'S,54::0,0,3,42
PAINTAWIN  INJ 1ML,12::0,0,1,10
PROLENE 6 0 NW 829,0::0,0,1,0
PROLENE 6 0 NW 829,0::0,0,1,0
SUCTION CATHE 14,0::0,0,1,4
SURGICAL CAP  1 NO'S CP 1,197::0,0,10,30
SURGICAL GLOVES LATEX POWDER FREE,43::0,0,4,3
T BACT 2% OINT 5GM,0::0,0,1,2
VICRYL 4 0 NW 2304,0::0,0,1,2
WATER FOR INJ 10ML,109::0,0,5,45
ENDOTRACHEAL TUBE 5.5MM,2::0,0,1,0
PROLENE 6 0 NW 829,0::0,0,2,0
VICRYL 4 0 NW 2304,0::0,0,1,0
CUTICELL CLASSIC  DRESSING 5 S,4::0,0,1,0
CORD CLAM BINI 1'S,59::0,0,2,57
DISPOVAN SYRINGE 2.5 ML,0::0,0,2,930
FEEDY FEEDING TUBE FG-07,152::0,0,1,150
KEVIT  INJ 1ML,14::0,0,1,9
SURGICAL GLOVES LATEX POWDER FREE,43::0,0,2,3
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::1,0,0::1,0
INDOCAP 25MG CAP,2::0,0,1,0
QLINK PD 75/20 TAB 10S,6::3,0,0::5,21::8
HETROVEC INJ 4MG,0::0,10,0,9
IFLURANE LIQUID 30ML,0::0,5,0,1
NICODIN 7.5 %SURGICAL SCRUB 100ML,8::0,5,0,2
POVIDON  SOLUTION 100ML,0::0,20,0,20
SUCTION CATHE 14,0::0,5,0,4
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
DOXINATE 24 TABLET 15'S,10::10,0,0::5,0::10
FLYFOL D CAP 10,6::6,0,1,6::1
PANEASE DSR CAP 10S,11::8,0,0::1,8
PNEAZ  OIL 60ML,6::0,0,1,4
THYROPACE STRIP OF 15 TABLETS,0::10,0,1,0::10
ULTRAKING  TAB 15S,2::3,0,0::5,3::10
CHYMOFORCE PLUS TAB 15S,0::0,0,0::3,6::7
EMANZEN D TABLET,46::5,0,0::3,26::2
PANEASE DSR CAP 10S,11::8,0,0::3,8
TAXIM OF TAB 10,19::2,0,0::4,9
PANEASE DSR CAP 10S,11::8,0,0::2,8
TELMIKIND 40MG STRIP OF 10 TABLETS,0::0,0,3,3
COUGHOREX SYP,0::0,0,1,5
ANAWIN 0.5% INJ 20ML,0::0,0,2,2
ANAWIN HEAVY INJ 4ML,8::0,0,1,1
CLONEON 150MCG INJ 1ML,0::0,0,1,7
COTTON BANDAGE 15CMX9M,0::0,0,1,43
DEXALAB INJ,48::0,0,1,28
DISPOVAN SYRINGE 10ML,199::0,0,5,33
DISPOVAN SYRINGE 2.5 ML,0::0,0,5,930
DISPOVAN SYRNGE 5ML,522::0,0,5,405
ETHILON 3 0 NW 3328,12::0,0,1,7
GAMJEE ROLL 15CM,38::0,0,1,7
GERMBETA BOTTLE OF 100ML SOLUTION,0::0,0,2,3
GLYCOGEM INJ 1ML,0::0,0,1,17
LOX WITH ADRE INJ 30ML,12::0,0,1,9
MASK REGULAR MASK 1,336::0,0,10,114
NS 500ML INJECTION 500 MILLILITRE,0::0,0,4,40
NULIFE GLOVES 7 ONE PAIR,77::0,0,4,38
NULIFE GLOVES 7.5 1'S,54::0,0,4,42
PAINTAWIN  INJ 1ML,12::0,0,1,10
SODIUM BICARBONATE INJ 10ML,4::0,0,1,3
SPINAL  NEEDLE 25G,9::0,0,1,3
SURGICAL BLADE 15,13::0,0,1,1
SURGICAL BLADE 20,16::0,0,1,9
SURGICAL CAP  1 NO'S CP 1,197::0,0,10,30
VICRYL PLUS 2-0 VP 2382,0::0,0,1,2
WATER FOR INJ 10ML,109::0,0,5,45
GAMJEE ROLL 15CM,38::0,0,1,7
ONFUROX 500 MG TAB 10S,13::0,0,1,0
QLINK PD 75/20 TAB 10S,6::3,0,0::5,21::8
MET XL 25MG TABLET 20'S,0::9,0,0,0
STAMLO 5MG STRIP OF 30 TABLETS,0::0,0,0,4
ARGIHOPE 1000MG TABLET,20::0,0,1,9::6
ECOSPRIN 75MG STRIP OF 14 TABLETS,0::0,0,1,7::8
FLUSHIT SYP SYR 100ML,0::0,0,1,11
SUPRACAL HD STRIP OF 15 TABLETS,0::0,0,0::10,3
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,3,0
RIVABAN 10MG STRIP OF 14 TABLETS,0::0,0,1,5::4
VITANEO D3 600000 IU INJECTION 6 ML,21::0,0,1,10
COR 3D CAP 10'S,0::0,0,2,2
DYDROHOPE TAB 10 TAB,9::0,0,4,0
G-PLAST SURGICAL TAPE 10 X 500 CM NT1050 50 NO'S,5::0,0,1,2
OLMESAR 20MG STRIP OF 15 TABLETS,0::0,0,0,1
TRIS TBR TAB TAB 10 STRIP,4::5,0,1,0::-5
ULTRAKING  TAB 15S,2::3,0,0::5,3::10
ACICA MR TAB 10S,19::8,0,0::9,20::6
AMITAZ 500 INJ 2ML,0::0,0,0,1
DEXALAB INJ,48::0,0,0,28
DISPOVAN SYRINGE 2.5 ML,0::0,0,0,930
DISPOVAN SYRNGE 5ML,522::0,0,0,405
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,140::0,0,0,23
NEEDLE NO.18*1.5,500::0,0,0,452
NEOMIT 2 MG  INJ 2ML,0::0,0,0,36
NEOMOL INJ 100ML,0::0,0,0,68
NS 100ML INJECTION 100 MILLILITRE,0::0,0,0,501
NS 500ML INJECTION 500 MILLILITRE,0::0,0,0,40
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,0,187
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,0,71
STAMLO 5MG STRIP OF 30 TABLETS,0::0,0,0::5,4
CORT S 100MG INJECTION,6::0,0,1,0
ESOIN DSR CAP 10S,83::0,0,0::5,0::6
MONTICOPE A STRIP OF 10 TABLETS,0::0,0,1,1::3
TUSQ X BOTTLE OF 100ML EXPECTORANT,0::0,0,1,3
ZADY 500MG STRIP OF 5 TABLETS,6::3,0,1,1::3
VITANEO D3 600000 IU INJECTION 6 ML,21::0,0,1,10
FLAMINGO ARM SLING POUCH LARGE 1'S,0::0,0,1,1
FLAMINGO SHOULDER  IMMOBILISER XL,0::0,0,0,2
IMVITA PROTIN  POWDER 200GM,9::0,0,1,11
CHYMORAL FORTE STRIP OF 20 TABLETS,4::5,0,0::10,0
NEOMIT 2 MG  INJ 2ML,0::0,0,2,36
NEOMOL INJ 100ML,0::0,0,3,68
NS 100ML INJECTION 100 MILLILITRE,0::0,0,3,501
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,40
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,2,187
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,2,71
TAXIM OF TAB 10,0::0,50,0,50
ASCORIL LS EXPECTORANT 100ML,3::0,0,1,2
QLINK PD 75/20 TAB 10S,6::3,0,2,21::8
CLARIBID 500MG STRIP OF 10 TABLETS,0::0,3,0,3
COR 3D CAP 10'S,0::0,5,0,2
GRILINCTUS DX SYP,0::0,6,0,5
RIVABAN 10MG STRIP OF 14 TABLETS,0::0,5,0,5::4
ACICA MR TAB 10S,19::8,26,0,20::6
FERICA XT TOTAL TAB 10,13::0,13,0,16
PRO-EASE PADS XL,2::0,0,1,6
CANDID POWDER - 50GM,0::0,0,1,0
CHICCO BABY WIPES FLIPTOP PACKET OF 72,5::0,0,1,2
CIR BED BATH WIPES 10S,25::0,0,1,11
DISPOVAN SYRINGE 10ML,199::0,0,1,33
MOUTHWASH FRESHORA MOUTHWASH,37::0,0,1,23
NAN PRO EXCELLA PRO 1 400GM,1::0,0,1,0
PRO-EASE PADS XL,2::0,0,1,6
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,1,71
ACICA MR TAB 10S,19::8,0,1,20::6
ESOIN DSR CAP 10S,83::0,0,1,0::6
ONFUROX 500 MG TAB 10S,13::0,0,1,0
ULTRAHEAL TAB TAB 10,5::5,0,1,17::2
BECOZINC  CAP 30S,4::25,0,0::10,1::10
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
ESOIN DSR CAP 10S,83::0,0,1,0::6
ONFUROX 500 MG TAB 10S,13::0,0,1,0
RIVABAN 10MG STRIP OF 14 TABLETS,0::0,0,1,5::4
OTRIVIN ADULT 0.1% NASAL SPRAY,0::0,0,1,1
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,0::5,0::1
FLYFOL D CAP 10,6::6,0,2,6::1
OVABLESS MYO ORANGE FLAVOUR STRIP OF 10 CHEWABLE TABLETS,34::0,0,2,13::5
BINAFIDE  RESPULES 0.5,10::0,0,5,1
BINAFIDE DUO  RESPULES 2.5ML,0::0,0,5,11
DERIPHYLLIN INJ 2ML,0::0,0,4,16
NEOMIT 2 MG  INJ 2ML,0::0,0,3,36
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,501
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,40
PANTOZEE 40MG INJ,0::0,0,3,38
PIPETAZ INJ 4.5GM,16::0,0,4,0
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,3,71
QLINK PD 75/20 TAB 10S,6::3,24,0,21::8
ACICA MR TAB 10S,19::8,0,1,20::6
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,1,0::1
ESOIN DSR CAP 10S,83::0,0,1,0::6
RIVABAN 10MG STRIP OF 14 TABLETS,0::0,0,1,5::4
BETAVEE INJ 1ML,0::0,0,3,5
ACICA MR TAB 10S,19::8,0,1,20::6
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,1,0::1
CLARIBID 500MG STRIP OF 10 TABLETS,4::0,0,1,0
ESOIN DSR CAP 10S,83::0,0,1,0::6
AVIL 25MG STRIP OF 15 TABLETS,0::0,5,0,4::5
HIMALAYA GASEX TABLETS - 100'S,0::0,5,0,5
MEFTAL FORTE TAB 10S,0::0,10,0,10
DYNAPAR QPS 4 % SPRAY 15 ML,4::0,0,1,4
ACICA SP TAB 10,23::9,0,1,7::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,1,0::1
BECOZINC  CAP 30S,4::25,0,0::10,1::10
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::10,1::10
CUTICELL CLASSIC 10CM X 10CM GAUZE DRESSING,4::0,0,1,1
CYCLOFIT SP TABLET,0::0,0,1,16
ENZOX PLUS TABLET,4::3,0,1,3::2
TOTALAX NF SYP 100ML,24::0,0,1,15
ARGIHOPE 1000MG TABLET,20::0,0,1::5,9::6
TRICIUM XT BOTTLE OF 30 TABLETS,25::0,0,1,6
CHYMOFORCE PLUS TAB 15S,0::0,0,0::5,6::7
CIPLADINE BOTTLE OF 10GM POWDER,13::0,0,1,4
EMANZEN D TABLET,46::5,0,0::5,26::2
PANEASE DSR CAP 10S,11::8,0,0::5,8
TAXIM OF TAB 10,19::2,0,0::6,9
HIMALAYA CYSTONE TABLETS - 60'S,0::0,0,1,0
MEFTAL FORTE TAB 10S,6::0,0,0::5,0::8
PANEASE DSR CAP 10S,11::8,0,0::3,8
TAXIM OF TAB 10,19::2,0,0::6,9
ULTRAKING  TAB 15S,0::14,0,0::5,0::1
ZENTAL STRIP OF 1 TABLET,5::0,0,1,2
AVIL 25MG STRIP OF 15 TABLETS,0::10,0,0::5,0::5
DIGERAFT MINT FLAVOUR SUSPENSION - 150 ML,0::0,0,1,3
IMFIT TAB,21::1,0,1::5,28::6
MS SPA 80MG TAB,12::4,0,0::5,0::9
NUFORCE SOAP 75GM,0::0,0,1,4
TORIB MR 4MG STRIP OF 10 TABLETS,6::0,0,0::5,8
COUGHOREX SYP,0::0,0,1,5
DOXINATE 24 TABLET 15'S,10::10,0,1,0::10
DUVADILAN RETARD 40MG CAP,0::4,0,2,5::7
ZADY 500MG STRIP OF 5 TABLETS,6::3,0,0::3,1::3
AMOXYCLAV 1.2GM INJ,0::0,0,0,1
DISPOVAN SYRINGE 10ML,199::0,0,0,33
DISPOVAN SYRINGE 2.5 ML,0::0,0,0,930
DISPOVAN SYRNGE 5ML,522::0,0,0,405
DNS BOTTLE 500 MILLILITRE,50::0,0,0,13
GRANIFORCE MD TABLET,12::0,0,0,4
NS 500ML INJECTION 500 MILLILITRE,0::0,0,0,40
NUROLITE INJECTION 2ML,19::0,0,0,2
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,0,187
ACICA SP TAB 10,23::9,0,1,7::9
CIPLADINE 5% OINT 10GM,10::0,0,1,1
ESOIN DSR CAP 10S,83::0,0,1,0::6
NUROKIND GOLD RF STRIP OF 10 CAPSULES,0::0,0,1,2::5
ONFUROX 500 MG TAB 10S,13::0,0,1,0
DISPOVAN SYRINGE 10ML,199::0,0,0,33
DISPOVAN SYRNGE 5ML,522::0,0,0,405
DNS BOTTLE 500 MILLILITRE,50::0,0,0,13
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,0,187
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,0,71
DNS BOTTLE 500 MILLILITRE,50::0,0,0,13
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,0,187
3 WAY STOP COCK 1'S,100::0,0,1,58
DISPOVAN SYRINGE 10ML,199::0,0,3,33
DISPOVAN SYRINGE 2.5 ML,0::0,0,3,930
DISPOVAN SYRNGE 5ML,522::0,0,3,405
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,140::0,0,1,23
EXAMINATION GLOVES LOOSE (M),918::0,0,10,380
I.V SET 1,160::0,0,2,62
MANITOL (CLARIS) 20 % INFUSION 100 ML,5::0,0,1,4
MEDIFLON NO 20,0::0,0,2,82
NEEDLE NO.18*1.5,500::0,0,2,452
NEOMIT 2 MG  INJ 2ML,0::0,0,3,36
NOVACLAV 1.2GM INJ,0::0,0,3,0
NS 100ML INJECTION 100 MILLILITRE,20::0,0,6,1
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,40
PANTOZEE 40MG INJ,0::0,0,3,38
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,2,187
ESOIN DSR CAP 10S,83::0,0,1,0::6
MS SPA 80MG TAB,12::4,0,1,0::9
RIFAKEM 400 STRIP OF 10 TABLETS,5::0,0,1,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,1,0::1
BECOZINC  CAP 30S,4::25,0,0::10,1::10
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::5,0::12
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::9,3::2
DOLO 650MG STRIP OF 15 TABLETS,0::1,0,0::1,0
ESOIN DSR CAP 10S,83::0,0,1,0::6
TRIS TBR TAB TAB 10 STRIP,4::5,0,1,0::-5
INSTACAL K27 TAB 10,0::0,0,1,29
TORIB MR 4MG STRIP OF 10 TABLETS,6::0,0,1,8
VITANEO D3 600000 IU INJECTION 6 ML,21::0,0,1,10
CORD CLAM BINI 1'S,59::0,0,2,57
DISPOVAN SYRINGE 2.5 ML,0::0,0,2,930
DISPOVAN SYRNGE 5ML,522::0,0,2,405
FEEDY FEEDING TUBE FG-07,152::0,0,1,150
KEVIT  INJ 1ML,14::0,0,1,9
MRK NULIFE POWDER FREE STERILE 6.5 GLOVES 1 NO'S,0::0,0,1,4
SURGICAL GLOVES LATEX POWDER FREE,43::0,0,2,3
EXAMINATION GLOVES LOOSE (M),918::0,0,10,380
CIR BED BATH WIPES 10S,25::0,0,1,11
MASK REGULAR MASK 1,336::0,0,4,114
CUTICELL CLASSIC  DRESSING 1 PACKET,28::0,0,1,4
ADULT DIAPER PULL UPS MEDIUM DIAPER 1 PACKET 1 PACKET,26::0,0,1,6
MET XL 25MG TABLET 20'S,0::5,0,0::5,0
BECOZINC  CAP 30S,4::25,0,0::5,1::10
